RECORDID,EXTERNALID
R24683640,863174
R24683641,863175
R24683642,863176
R24683643,863177
R24683644,863178
R24683645,863179
R24683646,863180
R24683647,863181
R24683648,863182
R24683649,863183
R24683650,863184
R24683651,863185
R24683652,863186
R24683653,863187
R24683654,863188
R24683655,863189
R24683656,863190
R24683657,863191
R24683658,863192
R24683659,863193
R24683660,863194
R24683661,863195
R24683662,863196
R24683663,863197
R24683664,863198
R24683665,863199
R24683666,863200
R24683667,863201
R24683668,863202
R24683669,863203
R24683670,863204
R24683671,863205
R24683672,863206
R24683673,863207
R24683674,863208
R24683675,863209
R24683676,863210
R24683677,863211
R24683678,863212
R24683679,863213
R24683680,863214
R24683681,863215
R24683682,863216
R24683683,863217
R24683684,863218
R24683685,863219
R24683686,863220
R24683687,863221
R24683688,863222
R24683689,863223
R24683690,863224
R24683691,863225
R24683692,863226
R24683693,863227
R24683694,863228
R24683695,863229
R24683696,863230
R24683697,863231
R24683698,863232
R24683699,863233
R24683700,863234
R24683701,863235
R24683702,863236
R24683703,863237
R24683704,863238
R24683705,863239
R24683706,863240
R24683707,863241
R24683708,863242
R24683709,863243
R24683710,863244
R24683711,863245
R24683712,863246
R24683713,863247
R24683714,863248
R24683715,863249
R24683716,863250
R24683717,863251
R24683718,863252
R24683719,863253
R24683720,863254
R24683721,863255
R24683722,863256
R24683723,863257
R24683724,863258
R24683725,863259
R24683726,863260
R24683727,863261
R24683728,863262
R24683729,863263
R24683730,863264
R24683731,863265
R24683732,863266
R24683733,863267
R24683734,863268
R24683735,863269
R24683736,863270
R24683737,863271
R24683738,863272
R24683739,863273
R24683740,863274
R24683741,863275
R24683742,863276
R24683743,863277
R24683744,863278
R24683745,863279
R24683746,863280
R24683747,863281
R24683748,863282
R24683749,863283
R24683750,863284
R24683751,863285
R24683752,863286
R24683753,863287
R24683754,863288
R24683755,863289
R24683756,863290
R24683757,863291
R24683758,863292
R24683759,863293
R24683760,863294
R24683761,863295
R24683762,863296
R24683763,863297
R24683764,863298
R24683765,863299
R24683766,863300
R24683767,863301
R24683768,863302
R24683769,863303
R24683770,863304
R24683771,863305
R24683772,863306
R24683773,863307
R24683774,863308
R24683775,863309
R24683776,863310
R24683777,863311
R24683778,863312
R24683779,863313
R24683780,863314
R24683781,863315
R24683782,863316
R24683783,863317
R24683784,863318
R24683785,863319
R24683786,863320
R24683787,863321
R24683788,863322
R24683789,863323
R24683790,863324
R24683791,863325
R24683792,863326
R24683793,863327
R24683794,863328
R24683795,863329
R24683796,863330
R24683797,863331
R24683798,863332
R24683799,863333
R24683800,863334
R24683801,863335
R24683802,863336
R24683803,863337
R24683804,863338
R24683805,863339
R24683806,863340
R24683807,863341
R24683808,863342
R24683809,863343
R24683810,863344
R24683811,863345
R24683812,863346
R24683813,863347
R24683814,863348
R24683815,863349
R24683816,863350
R24683817,863351
R24683818,863352
R24683819,863353
R24683820,863354
R24683821,863355
R24683822,863356
R24683823,863357
R24683824,863358
R24683825,863359
R24683826,863360
R24683827,863361
R24683828,863362
R24683829,863363
R24683830,863364
R24683831,863365
R24683832,863366
R24683833,863367
R24683834,863368
R24683835,863369
R24683836,863370
R24683837,863371
R24683838,863372
R24683839,863373
R24683840,863374
R24683841,863375
R24683842,863376
R24683843,863377
R24683844,863378
R24683845,863379
R24683846,863380
R24683847,863381
R24683848,863382
R24683849,863383
R24683850,863384
R24683851,863385
R24683852,863386
R24683853,863387
R24683854,863388
R24683855,863389
R24683856,863390
R24683857,863391
R24683858,863392
R24683859,863393
R24683860,863394
R24683861,863395
R24683862,863396
R24683863,863397
R24683864,863398
R24683865,863399
R24683866,863400
R24683867,863401
R24683868,863402
R24683869,863403
R24683870,863404
R24683871,863405
R24683872,863406
R24683873,863407
R24683874,863408
R24683875,863409
R24683876,863410
R24683877,863411
R24683878,863412
R24683879,863413
R24683880,863414
R24683881,863415
R24683882,863416
R24683883,863417
R24683884,863418
R24683885,863419
R24683886,863420
R24683887,863421
R24683888,863422
R24683889,863423
R24683890,863424
R24683891,863425
R24683892,863426
R24683893,863427
R24683894,863428
R24683895,863429
R24683896,863430
R24683897,863431
R24683898,863432
R24683899,863433
R24683900,863434
R24683901,863435
R24683902,863436
R24683903,863437
R24683904,863438
R24683905,863439
R24683906,863440
R24683907,863441
R24683908,863442
R24683909,863443
R24683910,863444
R24683911,863445
R24683912,863446
R24683913,863447
R24683914,863448
R24683915,863449
R24683916,863450
R24683917,863451
R24683918,863452
R24683919,863453
R24683920,863454
R24683921,863455
R24683922,863456
R24683923,863457
R24683924,863458
R24683925,863459
R24683926,863460
R24683927,863461
R24683928,863462
R24683929,863463
R24683930,863464
R24683931,863465
R24683932,863466
R24683933,863467
R24683934,863468
R24683935,863469
R24683936,863470
R24683937,863471
R24683938,863472
R24683939,863473
R24683940,863474
R24683941,863475
R24683942,863476
R24683943,863477
R24683944,863478
R24683945,863479
R24683946,863480
R24683947,863481
R24683948,863482
R24683949,863483
R24683950,863484
R24683951,863485
R24683952,863486
R24683953,863487
R24683954,863488
R24683955,863489
R24683956,863490
R24683957,863491
R24683958,863492
R24683959,863493
R24683960,863494
R24683961,863495
R24683962,863496
R24683963,863497
R24683964,863498
R24683965,863499
R24683966,863500
R24683967,863501
R24683968,863502
R24683969,863503
R24683970,863504
R24683971,863505
R24683972,863506
R24683973,863507
R24683974,863508
R24683975,863509
R24683976,863510
R24683977,863511
R24683978,863512
R24683979,863513
R24683980,863514
R24683981,863515
R24683982,863516
R24683983,863517
R24683984,863518
R24683985,863519
R24683986,863520
R24683987,863521
R24683988,863522
R24683989,863523
R24683990,863524
R24683991,863525
R24683992,863526
R24683993,863527
R24683994,863528
R24683995,863529
R24683996,863530
R24683997,863531
R24683998,863532
R24683999,863533
R24684000,863534
R24684001,863535
R24684002,863536
R24684003,863537
R24684004,863538
R24684005,863539
R24684006,863540
R24684007,863541
R24684008,863542
R24684009,863543
R24684010,863544
R24684011,863545
R24684012,863546
R24684013,863547
R24684014,863548
R24684015,863549
R24684016,863550
R24684017,863551
R24684018,863552
R24684019,863553
R24684020,863554
R24684021,863555
R24684022,863556
R24684023,863557
R24684024,863558
R24684025,863559
R24684026,863560
R24684027,863561
R24684028,863562
R24684029,863563
R24684030,863564
R24684031,863565
R24684032,863566
R24684033,863567
R24684034,863568
R24684035,863569
R24684036,863570
R24684037,863571
R24684038,863572
R24684039,863573
R24684040,863574
R24684041,863575
R24684042,863576
R24684043,863577
R24684044,863578
R24684045,863579
R24684046,863580
R24684047,863581
R24684048,863582
R24684049,863583
R24684050,863584
R24684051,863585
R24684052,863586
R24684053,863587
R24684054,863588
R24684055,863589
R24684056,863590
R24684057,863591
R24684058,863592
R24684059,863593
R24684060,863594
R24684061,863595
R24684062,863596
R24684063,863597
R24684064,863598
R24684065,863599
R24684066,863600
R24684067,863601
R24684068,863602
R24684069,863603
R24684070,863604
R24684071,863605
R24684072,863606
R24684073,863607
R24684074,863608
R24684075,863609
R24684076,863610
R24684077,863611
R24684078,863612
R24684079,863613
R24684080,863614
R24684081,863615
R24684082,863616
R24684083,863617
R24684084,863618
R24684085,863619
R24684086,863620
R24684087,863621
R24684088,863622
R24684089,863623
R24684090,863624
R24684091,863625
R24684092,863626
R24684093,863627
R24684094,863628
R24684095,863629
R24684096,863630
R24684097,863631
R24684098,863632
R24684099,863633
R24684100,863634
R24684101,863635
R24684102,863636
R24684103,863637
R24684104,863638
R24684105,863639
R24684106,863640
R24684107,863641
R24684108,863642
R24684109,863643
R24684110,863644
R24684111,863645
R24684112,863646
R24684113,863647
R24684114,863648
R24684115,863649
R24684116,863650
R24684117,863651
R24684118,863652
R24684119,863653
R24684120,863654
R24684121,863655
R24684122,863656
R24684123,863657
R24684124,863658
R24684125,863659
R24684126,863660
R24684127,863661
R24684128,863662
R24684129,863663
R24684130,863664
R24684131,863665
R24684132,863666
R24684133,863667
R24684134,863668
R24684135,863669
R24684136,863670
R24684137,863671
R24684138,863672
R24684139,863673
R24684140,863674
R24684141,863675
R24684142,863676
R24684143,863677
R24684144,863678
R24684145,863679
R24684146,863680
R24684147,863681
R24684148,863682
R24684149,863683
R24684150,863684
R24684151,863685
R24684152,863686
R24684153,863687
R24684154,863688
R24684155,863689
R24684156,863690
R24684157,863691
R24684158,863692
R24684159,863693
R24684160,863694
R24684161,863695
R24684162,863696
R24684163,863697
R24684164,863698
R24684165,863699
R24684166,863700
R24684167,863701
R24684168,863702
R24684169,863703
R24684170,863704
R24684171,863705
R24684172,863706
R24684173,863707
R24684174,863708
R24684175,863709
R24684176,863710
R24684177,863711
R24684178,863712
R24684179,863713
R24684180,863714
R24684181,863715
R24684182,863716
R24684183,863717
R24684184,863718
R24684185,863719
R24684186,863720
R24684187,863721
R24684188,863722
R24684189,863723
R24684190,863724
R24684191,863725
R24684192,863726
R24684193,863727
R24684194,863728
R24684195,863729
R24684196,863730
R24684197,863731
R24684198,863732
R24684199,863733
R24684200,863734
R24684201,863735
R24684202,863736
R24684203,863737
R24684204,863738
R24684205,863739
R24684206,863740
R24684207,863741
R24684208,863742
R24684209,863743
R24684210,863744
R24684211,863745
R24684212,863746
R24684213,863747
R24684214,863748
R24684215,863749
R24684216,863750
R24684217,863751
R24684218,863752
R24684219,863753
R24684220,863754
R24684221,863755
R24684222,863756
R24684223,863757
R24684224,863758
R24684225,863759
R24684226,863760
R24684227,863761
R24684228,863762
R24684229,863763
R24684230,863764
R24684231,863765
R24684232,863766
R24684233,863767
R24684234,863768
R24684235,863769
R24684236,863770
R24684237,863771
R24684238,863772
R24684239,863773
R24684240,863774
R24684241,863775
R24684242,863776
R24684243,863777
R24684244,863778
R24684245,863779
R24684246,863780
R24684247,863781
R24684248,863782
R24684249,863783
R24684250,863784
R24684251,863785
R24684252,863786
R24684253,863787
R24684254,863788
R24684255,863789
R24684256,863790
R24684257,863791
R24684258,863792
R24684259,863793
R24684260,863794
R24684261,863795
R24684262,863796
R24684263,863797
R24684264,863798
R24684265,863799
R24684266,863800
R24684267,863801
R24684268,863802
R24684269,863803
R24684270,863804
R24684271,863805
R24684272,863806
R24684273,863807
R24684274,863808
R24684275,863809
R24684276,863810
R24684277,863811
R24684278,863812
R24684279,863813
R24684280,863814
R24684281,863815
R24684282,863816
R24684283,863817
R24684284,863818
R24684285,863819
R24684286,863820
R24684287,863821
R24684288,863822
R24684289,863823
R24684290,863824
R24684291,863825
R24684292,863826
R24684293,863827
R24684294,863828
R24684295,863829
R24684296,863830
R24684297,863831
R24684298,863832
R24684299,863833
R24684300,863834
R24684301,863835
R24684302,863836
R24684303,863837
R24684304,863838
R24684305,863839
R24684306,863840
R24684307,863841
R24684308,863842
R24684309,863843
R24684310,863844
R24684311,863845
R24684312,863846
R24684313,863847
R24684314,863848
R24684315,863849
R24684316,863850
R24684317,863851
R24684318,863852
R24684319,863853
R24684320,863854
R24684321,863855
R24684322,863856
R24684323,863857
R24684324,863858
R24684325,863859
R24684326,863860
R24684327,863861
R24684328,863862
R24684329,863863
R24684330,863864
R24684331,863865
R24684332,863866
R24684333,863867
R24684334,863868
R24684335,863869
R24684336,863870
R24684337,863871
R24684338,863872
R24684339,863873
R24684340,863874
R24684341,863875
R24684342,863876
R24684343,863877
R24684344,863878
R24684345,863879
R24684346,863880
R24684347,863881
R24684348,863882
R24684349,863883
R24684350,863884
R24684351,863885
R24684352,863886
R24684353,863887
R24684354,863888
R24684355,863889
R24684356,863890
R24684357,863891
R24684358,863892
R24684359,863893
R24684360,863894
R24684361,863895
R24684362,863896
R24684363,863897
R24684364,863898
R24684365,863899
R24684366,863900
R24684367,863901
R24684368,863902
R24684369,863903
R24684370,863904
R24684371,863905
R24684372,863906
R24684373,863907
R24684374,863908
R24684375,863909
R24684376,863910
R24684377,863911
R24684378,863912
R24684379,863913
R24684380,863914
R24684381,863915
R24684382,863916
R24684383,863917
R24684384,863918
R24684385,863919
R24684386,863920
R24684387,863921
R24684388,863922
R24684389,863923
R24684390,863924
R24684391,863925
R24684392,863926
R24684393,863927
R24684394,863928
R24684395,863929
R24684396,863930
R24684397,863931
R24684398,863932
R24684399,863933
R24684400,863934
R24684401,863935
R24684402,863936
R24684403,863937
R24684404,863938
R24684405,863939
R24684406,863940
R24684407,863941
R24684408,863942
R24684409,863943
R24684410,863944
R24684411,863945
R24684412,863946
R24684413,863947
R24684414,863948
R24684415,863949
R24684416,863950
R24684417,863951
R24684418,863952
R24684419,863953
R24684420,863954
R24684421,863955
R24684422,863956
R24684423,863957
R24684424,863958
R24684425,863959
R24684426,863960
R24684427,863961
R24684428,863962
R24684429,863963
R24684430,863964
R24684431,863965
R24684432,863966
R24684433,863967
R24684434,863968
R24684435,863969
R24684436,863970
R24684437,863971
R24684438,863972
R24684439,863973
R24684440,863974
R24684441,863975
R24684442,863976
R24684443,863977
R24684444,863978
R24684445,863979
R24684446,863980
R24684447,863981
R24684448,863982
R24684449,863983
R24684450,863984
R24684451,863985
R24684452,863986
R24684453,863987
R24684454,863988
R24684455,863989
R24684456,863990
R24684457,863991
R24684458,863992
R24684459,863993
R24684460,863994
R24684461,863995
R24684462,863996
R24684463,863997
R24684464,863998
R24684465,863999
R24684466,864000
R24684467,864001
R24684468,864002
R24684469,864003
R24684470,864004
R24684471,864005
R24684472,864006
R24684473,864007
R24684474,864008
R24684475,864009
R24684476,864010
R24684477,864011
R24684478,864012
R24684479,864013
R24684480,864014
R24684481,864015
R24684482,864016
R24684483,864017
R24684484,864018
R24684485,864019
R24684486,864020
R24684487,864021
R24684488,864022
R24684489,864023
R24684490,864024
R24684491,864025
R24684492,864026
R24684493,864027
R24684494,864028
R24684495,864029
R24684496,864030
R24684497,864031
R24684498,864032
R24684499,864033
R24684500,864034
R24684501,864035
R24684502,864036
R24684503,864037
R24684504,864038
R24684505,864039
R24684506,864040
R24684507,864041
R24684508,864042
R24684509,864043
R24684510,864044
R24684511,864045
R24684512,864046
R24684513,864047
R24684514,864048
R24684515,864049
R24684516,864050
R24684517,864051
R24684518,864052
R24684519,864053
R24684520,864054
R24684521,864055
R24684522,864056
R24684523,864057
R24684524,864058
R24684525,864059
R24684526,864060
R24684527,864061
R24684528,864062
R24684529,864063
R24684530,864064
R24684531,864065
R24684532,864066
R24684533,864067
R24684534,864068
R24684535,864069
R24684536,864070
R24684537,864071
R24684538,864072
R24684539,864073
